year,country,treatment,attendance,gpa,height
2000,Seyneabu Kingdom,0,31.755297,8.5414171,116
2000,Seyneabu Kingdom,0,19.379362,5.4316339,133
2000,Seyneabu Kingdom,0,34.570595,0.32050148,119
2000,Seyneabu Kingdom,0,4.5756211,2.8942282,156
2000,Seyneabu Kingdom,0,16.720936,3.4556422,137
2000,Seyneabu Kingdom,0,27.721794,1.3446,143
2000,Seyneabu Kingdom,0,36.643753,7.1031661,109
2000,Seyneabu Kingdom,0,30.923502,3.7843938,111
2000,Seyneabu Kingdom,0,13.886398,9.1339407,120
2000,Seyneabu Kingdom,0,44.679638,5.0228047,118
2000,Seyneabu Kingdom,0,45.685612,6.5334606,129
2000,Seyneabu Kingdom,0,14.523812,2.2156601,100
2000,Seyneabu Kingdom,0,40.407829,7.4815354,155
2000,Seyneabu Kingdom,0,42.098892,6.2471433,135
2000,Seyneabu Kingdom,0,6.2417245,6.9301357,121
2000,Seyneabu Kingdom,0,27.820763,8.951911,137
2000,Seyneabu Kingdom,0,23.576929,3.4125443,150
2000,Seyneabu Kingdom,0,24.785677,8.9897842,103
2000,Seyneabu Kingdom,0,24.357719,9.707015,117
2000,Seyneabu Kingdom,0,12.588623,8.7215796,120
2000,Seyneabu Kingdom,0,0.12470095,8.5564604,129
2000,Seyneabu Kingdom,0,31.088335,6.8510828,103
2000,Seyneabu Kingdom,0,15.170826,5.6958647,113
2000,Seyneabu Kingdom,0,8.5728674,7.1968641,101
2000,Seyneabu Kingdom,0,11.065856,4.309423,125
2000,Seyneabu Kingdom,0,20.324345,2.6513996,137
2000,Seyneabu Kingdom,0,26.212074,2.0997891,107
2000,Seyneabu Kingdom,0,24.088139,7.9346004,137
2000,Seyneabu Kingdom,0,22.853764,1.2131351,154
2000,Seyneabu Kingdom,0,32.395302,3.9457738,140
2000,Seyneabu Kingdom,0,23.976152,6.8861046,106
2000,Seyneabu Kingdom,0,17.551979,2.6830614,101
2000,Seyneabu Kingdom,0,0.20528995,9.5893755,145
2000,Seyneabu Kingdom,0,45.907154,1.8024557,138
2000,Seyneabu Kingdom,0,47.184795,6.8929567,115
2000,Seyneabu Kingdom,0,45.248936,4.7733445,136
2000,Seyneabu Kingdom,0,12.754634,7.9389329,139
2000,Seyneabu Kingdom,0,36.706566,2.9253178,134
2000,Seyneabu Kingdom,0,20.590134,8.6638842,109
2000,Seyneabu Kingdom,0,13.762764,0.21109879,112
2000,Seyneabu Kingdom,0,39.312012,3.1144207,126
2000,Seyneabu Kingdom,0,43.227097,6.0480127,111
2000,Seyneabu Kingdom,0,46.984325,4.1546364,100
2000,Seyneabu Kingdom,0,22.30303,1.9859309,140
2000,Seyneabu Kingdom,0,32.943611,1.1405255,158
2000,Seyneabu Kingdom,0,9.3196611,3.9285529,122
2000,Seyneabu Kingdom,0,32.26038,8.1386557,122
2000,Seyneabu Kingdom,0,5.6476464,9.0326014,154
2000,Seyneabu Kingdom,0,29.865084,9.8149643,154
2000,Seyneabu Kingdom,0,4.1852059,7.6082587,115
2000,Seyneabu Kingdom,0,33.783932,6.6129451,147
2000,Seyneabu Kingdom,0,7.9952407,7.4310565,132
2000,Seyneabu Kingdom,0,30.637991,0.83262068,135
2000,Seyneabu Kingdom,0,48.983299,6.0277219,155
2000,Seyneabu Kingdom,0,47.262283,2.6269746,140
2000,Seyneabu Kingdom,0,20.14929,5.3433156,114
2000,Seyneabu Kingdom,0,40.446316,9.7313623,134
2000,Seyneabu Kingdom,0,14.460159,7.3128285,133
2000,Seyneabu Kingdom,0,15.906744,2.2680039,138
2000,Seyneabu Kingdom,0,45.546612,6.3025236,111
2000,Seyneabu Kingdom,0,36.162678,7.6221008,124
2000,Seyneabu Kingdom,0,42.011395,6.4137058,121
2000,Seyneabu Kingdom,0,37.51833,9.5873995,159
2000,Seyneabu Kingdom,0,43.254307,9.1109171,115
2000,Seyneabu Kingdom,0,0.050596088,5.0847621,141
2000,Seyneabu Kingdom,0,43.619576,8.6541491,122
2000,Seyneabu Kingdom,0,14.893786,4.1394629,112
2000,Seyneabu Kingdom,0,45.616081,4.9978142,156
2000,Seyneabu Kingdom,0,26.924288,5.0666008,115
2000,Seyneabu Kingdom,0,22.856432,7.2239752,144
2000,Seyneabu Kingdom,0,11.884322,3.6501825,126
2000,Seyneabu Kingdom,0,39.201641,3.0267544,122
2000,Seyneabu Kingdom,0,12.785678,0.85116386,126
2000,Seyneabu Kingdom,0,45.371128,1.0920005,139
2000,Seyneabu Kingdom,0,46.534386,4.7304711,116
2000,Seyneabu Kingdom,0,32.625519,6.1452351,113
2000,Seyneabu Kingdom,0,36.66436,4.5379696,105
2000,Seyneabu Kingdom,0,4.5415463,2.001687,154
2000,Seyneabu Kingdom,0,19.946026,8.3494806,105
2000,Seyneabu Kingdom,0,32.82748,7.9812946,158
2000,Seyneabu Kingdom,0,29.107161,0.46677414,156
2000,Seyneabu Kingdom,0,38.337574,6.1425037,133
2000,Seyneabu Kingdom,0,2.6266952,6.7321601,102
2000,Seyneabu Kingdom,0,24.587168,1.7173821,139
2000,Seyneabu Kingdom,0,31.09548,3.4298077,134
2000,Seyneabu Kingdom,0,39.311275,2.1100357,111
2000,Seyneabu Kingdom,0,37.161671,1.4761195,114
2000,Seyneabu Kingdom,0,46.082554,8.9014359,127
2000,Seyneabu Kingdom,0,42.822613,9.9243908,123
2000,Seyneabu Kingdom,0,38.713161,8.3890772,105
2000,Seyneabu Kingdom,0,35.113892,8.5032539,113
2000,Seyneabu Kingdom,0,34.902386,1.6456156,143
2000,Seyneabu Kingdom,0,15.436267,1.977547,111
2000,Seyneabu Kingdom,0,47.369423,7.2963524,101
2000,Seyneabu Kingdom,0,25.989056,6.648252,140
2000,Seyneabu Kingdom,1,75.030174,6.7080903,104.18723
2000,Seyneabu Kingdom,1,71.459724,1.5315826,120.54709
2000,Seyneabu Kingdom,1,62.659836,0.76252323,161.02884
2000,Seyneabu Kingdom,1,91.872459,7.054637,159.5387
2000,Seyneabu Kingdom,1,38.768925,5.5741439,177.78105
2000,Seyneabu Kingdom,1,40.304367,9.0694656,183.17937
2000,Seyneabu Kingdom,1,9.7689772,5.7530088,96.178474
2000,Seyneabu Kingdom,1,77.626999,5.9888954,152.02287
2000,Seyneabu Kingdom,1,8.9540701,6.0152965,127.38302
2000,Seyneabu Kingdom,1,63.468456,9.5229855,158.56883
2000,Seyneabu Kingdom,1,15.62821,7.1641307,103.58113
2000,Seyneabu Kingdom,1,90.778358,2.1627941,131.10191
2000,Seyneabu Kingdom,1,48.326382,2.2536049,116.70498
2000,Seyneabu Kingdom,1,2.2256193,5.5167208,128.02982
2000,Seyneabu Kingdom,1,40.513023,5.157402,124.59656
2000,Seyneabu Kingdom,1,5.8127747,4.8050795,89.251617
2000,Seyneabu Kingdom,1,27.015833,4.8083992,133.91194
2000,Seyneabu Kingdom,1,67.116524,1.4548888,124.02843
2000,Seyneabu Kingdom,1,54.400269,9.527956,126.05818
2000,Seyneabu Kingdom,1,56.140076,2.1775804,129.40883
2000,Seyneabu Kingdom,1,73.461647,4.327013,169.16531
2000,Seyneabu Kingdom,1,73.655373,7.1928248,158.38373
2000,Seyneabu Kingdom,1,31.733662,8.4654865,133.58286
2000,Seyneabu Kingdom,1,79.80687,6.3631444,113.82136
2000,Seyneabu Kingdom,1,77.86853,2.6514394,112.9631
2000,Seyneabu Kingdom,1,56.117428,5.1011243,135.7088
2000,Seyneabu Kingdom,1,4.4898543,6.0877647,142.76408
2000,Seyneabu Kingdom,1,64.05735,7.749393,118.43439
2000,Seyneabu Kingdom,1,40.054394,6.4732652,166.39874
2000,Seyneabu Kingdom,1,32.908157,4.7872939,99.850883
2000,Seyneabu Kingdom,1,71.934479,2.9313788,117.32092
2000,Seyneabu Kingdom,1,21.425194,6.794188,123.94073
2000,Seyneabu Kingdom,1,33.680836,5.5080237,107.77942
2000,Seyneabu Kingdom,1,35.064598,0.84246302,141.45399
2000,Seyneabu Kingdom,1,84.46843,6.5786576,88.832619
2000,Seyneabu Kingdom,1,13.358878,6.5991311,136.11151
2000,Seyneabu Kingdom,1,16.652372,6.6218901,114.67128
2000,Seyneabu Kingdom,1,50.961941,1.2679384,147.35855
2000,Seyneabu Kingdom,1,80.803963,4.6337228,124.25986
2000,Seyneabu Kingdom,1,40.028503,7.7404265,126.09203
2000,Seyneabu Kingdom,1,26.325823,5.1045213,150.01656
2000,Seyneabu Kingdom,1,55.53672,4.0973845,119.26031
2000,Seyneabu Kingdom,1,86.914185,2.7645307,94.854149
2000,Seyneabu Kingdom,1,30.930319,5.9056158,100.70911
2000,Seyneabu Kingdom,1,92.757401,0.46064878,147.77502
2000,Seyneabu Kingdom,1,18.797012,8.1483002,97.118217
2000,Seyneabu Kingdom,1,79.868256,4.152945,115.18671
2000,Seyneabu Kingdom,1,7.5183845,1.1401278,180.33614
2000,Seyneabu Kingdom,1,41.302795,9.3781204,129.37686
2000,Seyneabu Kingdom,1,12.400219,3.4604096,137.53603
2000,Seyneabu Kingdom,1,14.486885,8.7749863,124.52248
2000,Seyneabu Kingdom,1,50.957138,8.2539225,155.09865
2000,Seyneabu Kingdom,1,77.677689,5.2403736,155.11125
2000,Seyneabu Kingdom,1,7.6245465,1.2957637,160.67488
2000,Seyneabu Kingdom,1,16.257463,0.85354304,167.23483
2000,Seyneabu Kingdom,1,65.866081,2.4673269,198.23605
2000,Seyneabu Kingdom,1,46.462166,0.53293848,120.88958
2000,Seyneabu Kingdom,1,1.0379632,8.0167589,114.93346
2000,Seyneabu Kingdom,1,38.915329,3.4916811,123.03387
2000,Seyneabu Kingdom,1,66.203201,0.51983303,96.889503
2000,Seyneabu Kingdom,1,23.581875,4.8377457,97.36924
2000,Seyneabu Kingdom,1,6.6812358,9.2000027,189.70572
2000,Seyneabu Kingdom,1,43.786793,8.346303,136.08986
2000,Seyneabu Kingdom,1,69.910309,9.9396734,140.86058
2000,Seyneabu Kingdom,1,11.832258,3.139519,177.67807
2000,Seyneabu Kingdom,1,42.1427,4.0413389,129.668
2000,Seyneabu Kingdom,1,10.512555,5.5833826,162.75267
2000,Seyneabu Kingdom,1,44.044338,1.9118133,131.65138
2000,Seyneabu Kingdom,1,87.195313,7.0167422,126.19614
2000,Seyneabu Kingdom,1,40.995068,7.1050053,97.420273
2000,Seyneabu Kingdom,1,22.673826,1.5553451,161.17665
2000,Seyneabu Kingdom,1,85.782051,2.0535393,135.57549
2000,Seyneabu Kingdom,1,57.61441,0.61015105,113.44936
2000,Seyneabu Kingdom,1,27.285435,5.7198811,102.78223
2000,Seyneabu Kingdom,1,46.698784,2.8958833,133.07042
2000,Seyneabu Kingdom,1,52.062565,3.2441072,151.60283
2000,Seyneabu Kingdom,1,74.452499,4.9535322,109.02396
2000,Seyneabu Kingdom,1,51.037022,1.8188485,131.687
2000,Seyneabu Kingdom,1,21.921013,7.4837918,132.96533
2000,Seyneabu Kingdom,1,21.17383,8.0659914,133.9752
2000,Seyneabu Kingdom,1,37.546249,9.3103075,167.82257
2000,Seyneabu Kingdom,1,10.771864,9.3883896,80.280655
2000,Seyneabu Kingdom,1,0.59810436,0.82113689,187.36261
2000,Seyneabu Kingdom,1,17.812752,1.1828455,106.35411
2000,Seyneabu Kingdom,1,20.592619,7.1094799,114.45409
2000,Seyneabu Kingdom,1,11.665276,1.5534103,116.24863
2000,Seyneabu Kingdom,1,16.567106,4.4572763,167.4657
2000,Seyneabu Kingdom,1,84.887039,4.4353833,118.86359
2000,Seyneabu Kingdom,1,55.968475,7.121716,102.60731
2000,Seyneabu Kingdom,1,3.4784102,6.3665338,110.85962
2000,Seyneabu Kingdom,1,74.716331,2.9269369,158.13985
2000,Seyneabu Kingdom,1,44.045906,6.883718,160.44171
2000,Seyneabu Kingdom,1,60.306431,8.4764738,127.42901
2000,Seyneabu Kingdom,1,10.76589,5.5482998,123.54832
2000,Seyneabu Kingdom,1,77.213821,5.5310469,91.933746
2000,Seyneabu Kingdom,1,31.254927,2.8809052,163.16478
2000,Seyneabu Kingdom,1,8.7214804,6.831666,165.73547
2000,Seyneabu Kingdom,1,41.734146,3.2990062,113.74606
2000,Seyneabu Kingdom,1,52.26857,1.1659938,152.94876
2000,Seyneabu Kingdom,1,42.432331,1.9279002,165.64172
2000,Seyneabu Kingdom,1,26.159819,5.5328164,152.44064
2000,Seyneabu Kingdom,1,23.465946,7.5329733,164.73354
2000,Seyneabu Kingdom,1,11.211594,0.37551719,172.18741
2000,Seyneabu Kingdom,1,35.246376,8.5464754,146.05013
2000,Seyneabu Kingdom,1,23.669203,1.1175678,164.93088
2000,Seyneabu Kingdom,1,19.842644,3.4373345,141.93303
2000,Seyneabu Kingdom,1,17.672361,9.2142572,103.04327
2000,Seyneabu Kingdom,1,13.555892,5.8882151,108.47382
2000,Seyneabu Kingdom,1,49.49004,2.5368114,126.82323
2000,Seyneabu Kingdom,1,47.042908,4.6586647,159.46172
2000,Seyneabu Kingdom,1,47.768085,7.404355,155.34529
2000,Seyneabu Kingdom,1,69.202423,7.1619787,97.318184
2000,Seyneabu Kingdom,1,81.129898,1.8266418,119.77538
2000,Seyneabu Kingdom,1,68.206757,1.1354356,135.09021
2000,Seyneabu Kingdom,1,2.519856,0.10769164,158.97725
2000,Seyneabu Kingdom,1,36.421867,2.4921832,145.45801
2000,Seyneabu Kingdom,1,42.587276,7.4684587,160.37222
2000,Seyneabu Kingdom,1,8.9228878,5.4061909,123.02903
2000,Seyneabu Kingdom,1,10.209835,5.3608541,117.68466
2000,Seyneabu Kingdom,1,63.096024,5.4809566,186.03117
2000,Seyneabu Kingdom,1,44.122601,4.1862836,142.46901
2000,Seyneabu Kingdom,1,18.00091,5.9969845,103.25446
2000,Seyneabu Kingdom,1,30.990049,2.5868723,176.98091
2000,Seyneabu Kingdom,1,29.085215,9.4256859,167.74753
2000,Seyneabu Kingdom,1,75.101395,8.4172535,151.68056
2000,Seyneabu Kingdom,1,18.3806,4.2111034,107.03861
2000,Seyneabu Kingdom,1,28.382046,4.7099156,151.86108
2000,Seyneabu Kingdom,1,59.481518,1.6215045,131.18216
2000,Seyneabu Kingdom,1,49.320801,0.56979132,92.8507
2000,Bialapu,0,3.2480612,2.585933,150
2000,Bialapu,0,3.9173722,3.3734498,129
2000,Bialapu,0,42.105873,6.8371043,131
2000,Bialapu,0,48.595135,3.897078,116
2000,Bialapu,0,13.998398,7.5686607,130
2000,Bialapu,0,44.722786,0.59863871,104
2000,Bialapu,0,10.213258,0.88326323,129
2000,Bialapu,0,26.864422,1.138834,112
2000,Bialapu,0,27.108503,2.6652818,102
2000,Bialapu,0,6.8527741,8.6949081,152
2000,Bialapu,0,13.781761,6.8521252,128
2000,Bialapu,0,1.937596,2.3810706,110
2000,Bialapu,0,45.307693,7.9501991,106
2000,Bialapu,0,39.600655,0.46592218,141
2000,Bialapu,0,20.008476,0.86209011,103
2000,Bialapu,0,47.536507,2.8799443,124
2000,Bialapu,0,5.470654,4.2797179,157
2000,Bialapu,0,48.361752,4.3303432,126
2000,Bialapu,0,15.519856,3.3887937,150
2000,Bialapu,0,22.936474,3.2935123,105
2000,Bialapu,0,41.656551,9.7382154,117
2000,Bialapu,0,28.941677,8.1314087,155
2000,Bialapu,0,0.60139191,9.7830257,148
2000,Bialapu,0,4.1925669,4.869122,117
2000,Bialapu,0,18.563574,6.6392298,133
2000,Bialapu,0,0.42570603,1.343919,126
2000,Bialapu,0,41.58532,3.3899307,102
2000,Bialapu,0,3.4891567,5.9428658,119
2000,Bialapu,0,48.02396,8.9390516,113
2000,Bialapu,0,17.851196,7.2198825,124
2000,Bialapu,0,22.116629,4.7803683,131
2000,Bialapu,0,12.770523,5.6188455,100
2000,Bialapu,0,40.028019,4.9553795,142
2000,Bialapu,0,20.120811,9.3184052,113
2000,Bialapu,0,7.1105385,4.6224332,120
2000,Bialapu,0,9.6332407,0.15900879,154
2000,Bialapu,0,18.832834,3.2718132,147
2000,Bialapu,0,24.240549,1.7831366,143
2000,Bialapu,0,45.759296,4.4054294,103
2000,Bialapu,0,18.280031,0.12860094,144
2000,Bialapu,0,17.115904,3.9956532,105
2000,Bialapu,0,46.9272,2.4664814,105
2000,Bialapu,0,34.922195,9.9480629,132
2000,Bialapu,0,16.943548,3.0960584,140
2000,Bialapu,0,47.156078,3.0312004,159
2000,Bialapu,0,47.636463,1.3855261,112
2000,Bialapu,0,7.7222195,1.1135426,134
2000,Bialapu,0,19.301523,1.3838017,115
2000,Bialapu,0,17.394302,7.576673,107
2000,Bialapu,0,40.116291,2.4868889,134
2000,Bialapu,0,28.250916,7.7114172,149
2000,Bialapu,0,20.099636,3.7122555,147
2000,Bialapu,0,34.141003,8.2717638,138
2000,Bialapu,0,20.775099,4.1141191,112
2000,Bialapu,0,27.188896,5.2508941,150
2000,Bialapu,0,40.505535,8.7208757,113
2000,Bialapu,0,21.743088,7.2339225,104
2000,Bialapu,0,1.6536758,5.9240184,116
2000,Bialapu,0,0.58678585,5.7238774,124
2000,Bialapu,0,21.615959,4.5195694,100
2000,Bialapu,0,29.608591,9.9150925,119
2000,Bialapu,0,0.98408562,3.3114901,127
2000,Bialapu,0,25.068247,7.1575112,159
2000,Bialapu,0,12.581395,8.3398886,125
2000,Bialapu,0,32.81554,1.8625937,145
2000,Bialapu,0,2.1815174,1.8265285,142
2000,Bialapu,0,26.530935,4.7488041,151
2000,Bialapu,0,33.712563,4.3213415,146
2000,Bialapu,0,22.210907,8.5064392,150
